
=== gpu_va=0x0  A=map_seq000055_conn0_type00005e15_at104d30000_sz4000.hex  B=map_seq000055_conn0_type00005e15_at103038000_sz4000.hex ===
  +0x044c: 0x84ab0120 -> 0xf3540207   (A 2225799456  B 4082369031)
  +0x0450: 0x01230401 -> 0x000e0002   (A 19072001  B 917506)
  +0x0454: 0x078b0001 -> 0x00000000   (A 126550017  B 0)
  +0x0458: 0x4250ff1f -> 0x00000000   (A 1112604447  B 0)
  +0x0460: 0x125400a7 -> 0x00000000   (A 307495079  B 0)
  +0x0464: 0x00600000 -> 0x00000000   (A 6291456  B 0)
  +0x0468: 0x000111f0 -> 0x00000000   (A 70128  B 0)
  +0x046c: 0x040904bb -> 0x00000000   (A 67699899  B 0)
  +0x0470: 0xff1f03cb -> 0x00000000   (A 4280222667  B 0)
  +0x0474: 0x00002250 -> 0x00000000   (A 8784  B 0)
  +0x0478: 0x000e0000 -> 0x00000000   (A 917504  B 0)
  +0x0480: 0x0002802c -> 0x00000000   (A 163884  B 0)
  +0x0484: 0x00880018 -> 0x00000000   (A 8912920  B 0)
  +0x0488: 0x0002803c -> 0x00000000   (A 163900  B 0)
  +0x048c: 0x00000004 -> 0x00000000   (A 4  B 0)
  +0x0490: 0x0042e07c -> 0x00000000   (A 4382844  B 0)
  +0x0494: 0x0020000e -> 0x00000000   (A 2097166  B 0)
  +0x0498: 0x0042808c -> 0x00000000   (A 4358284  B 0)
  +0x049c: 0x00000004 -> 0x00000000   (A 4  B 0)
  +0x04a0: 0x28540067 -> 0x00000000   (A 676593767  B 0)
  +0x04a4: 0x00000002 -> 0x00000000   (A 2  B 0)
  +0x04a8: 0x4044005d -> 0x00000000   (A 1078198365  B 0)
  +0x04ac: 0x00670026 -> 0x00000000   (A 6750246  B 0)
  +0x04b0: 0x00022454 -> 0x00000000   (A 140372  B 0)
  +0x04b4: 0x00590000 -> 0x00000000   (A 5832704  B 0)
  +0x04b8: 0x00264000 -> 0x00000000   (A 2506752  B 0)
  +0x04bc: 0x66540067 -> 0x00000000   (A 1716781159  B 0)
  +0x04c0: 0x00000017 -> 0x00000000   (A 23  B 0)
  +0x04c4: 0x400e0057 -> 0x00000000   (A 1074659415  B 0)
  +0x04c8: 0x00670026 -> 0x00000000   (A 6750246  B 0)
  +0x04cc: 0x00175e54 -> 0x00000000   (A 1531476  B 0)
  +0x04d0: 0x00570000 -> 0x00000000   (A 5701632  B 0)
  +0x04d4: 0x0026400c -> 0x00000000   (A 2506764  B 0)
  +0x04d8: 0x56540067 -> 0x00000000   (A 1448345703  B 0)
  +0x04dc: 0x00000017 -> 0x00000000   (A 23  B 0)
  +0x04e0: 0x400a0057 -> 0x00000000   (A 1074397271  B 0)
  +0x04e4: 0x00670026 -> 0x00000000   (A 6750246  B 0)
  +0x04e8: 0x00174e54 -> 0x00000000   (A 1527380  B 0)
  +0x04ec: 0x00570000 -> 0x00000000   (A 5701632  B 0)
  +0x04f0: 0x00264008 -> 0x00000000   (A 2506760  B 0)
  +0x04f4: 0x46540067 -> 0x00000000   (A 1179910247  B 0)
  +0x04f8: 0x00000017 -> 0x00000000   (A 23  B 0)
  +0x04fc: 0x40060057 -> 0x00000000   (A 1074135127  B 0)
  +0x0500: 0x00670026 -> 0x00000000   (A 6750246  B 0)
  +0x0504: 0x00173e54 -> 0x00000000   (A 1523284  B 0)
  +0x0508: 0x00570000 -> 0x00000000   (A 5701632  B 0)
  +0x050c: 0x00264004 -> 0x00000000   (A 2506756  B 0)
  +0x0510: 0x36540067 -> 0x00000000   (A 911474791  B 0)
  +0x0514: 0x00000017 -> 0x00000000   (A 23  B 0)
  +0x0518: 0x40020057 -> 0x00000000   (A 1073872983  B 0)
  +0x051c: 0x00670026 -> 0x00000000   (A 6750246  B 0)
  +0x0520: 0x00172e54 -> 0x00000000   (A 1519188  B 0)
  +0x0524: 0x04570000 -> 0x00000000   (A 72810496  B 0)
  +0x0528: 0x00264000 -> 0x00000000   (A 2506752  B 0)
  +0x052c: 0x432a0077 -> 0x00000000   (A 1126826103  B 0)
  +0x0530: 0x0000004b -> 0x00000000   (A 75  B 0)
  +0x0534: 0x502a0177 -> 0x00000000   (A 1344930167  B 0)
  +0x0538: 0x02000000 -> 0x00000000   (A 33554432  B 0)
  +0x053c: 0x00f70006 -> 0x00000000   (A 16187398  B 0)
  +0x0540: 0x0005002a -> 0x00000000   (A 327722  B 0)
  +0x0548: 0x0002801c -> 0x00000000   (A 163868  B 0)
  +0x0550: 0x06118114 -> 0x00000000   (A 101810452  B 0)
  +0x0558: 0x0002800c -> 0x00000000   (A 163852  B 0)
  +0x055c: 0x00000004 -> 0x00000000   (A 4  B 0)
  +0x0560: 0x0054119f -> 0x00000000   (A 5509535  B 0)
  +0x0564: 0xa8080002 -> 0x00000000   (A 2819096578  B 0)
  +0x0568: 0x801c0510 -> 0x00000000   (A 2149319952  B 0)
  +0x056c: 0x00040002 -> 0x00000000   (A 262146  B 0)
  +0x0570: 0x120f0000 -> 0x00000000   (A 302972928  B 0)
  +0x0574: 0x004c0054 -> 0x00000000   (A 4980820  B 0)
  +0x0578: 0x0481005b -> 0x00000000   (A 75563099  B 0)
  +0x057c: 0x0481006b -> 0x00000000   (A 75563115  B 0)
  +0x0580: 0x0481007b -> 0x00000000   (A 75563131  B 0)
  +0x0584: 0x4409282b -> 0x00000000   (A 1141450795  B 0)
  +0x0588: 0x04092a3b -> 0x00000000   (A 67709499  B 0)
  +0x058c: 0x04092c4b -> 0x00000000   (A 67710027  B 0)
  +0x0590: 0x0409240b -> 0x00000000   (A 67707915  B 0)
  +0x0594: 0x0409261b -> 0x00000000   (A 67708443  B 0)
  +0x0598: 0x0489661b -> 0x00000000   (A 76113435  B 0)
  +0x059c: 0x0489682b -> 0x00000000   (A 76113963  B 0)
  +0x05a0: 0x04896a3b -> 0x00000000   (A 76114491  B 0)
  +0x05a4: 0x04896c4b -> 0x00000000   (A 76115019  B 0)
  +0x05a8: 0x04495edb -> 0x00000000   (A 71917275  B 0)
  +0x05ac: 0x044960eb -> 0x00000000   (A 71917803  B 0)
  +0x05b0: 0x044962fb -> 0x00000000   (A 71918331  B 0)
  +0x05b4: 0x0489640b -> 0x00000000   (A 76112907  B 0)
  +0x05b8: 0x0449569b -> 0x00000000   (A 71915163  B 0)
  +0x05bc: 0x044958ab -> 0x00000000   (A 71915691  B 0)
  +0x05c0: 0x04495abb -> 0x00000000   (A 71916219  B 0)
  +0x05c4: 0x04495ccb -> 0x00000000   (A 71916747  B 0)
  +0x05c8: 0x04494e5b -> 0x00000000   (A 71913051  B 0)
  +0x05cc: 0x0449506b -> 0x00000000   (A 71913579  B 0)
  +0x05d0: 0x0449527b -> 0x00000000   (A 71914107  B 0)
  +0x05d4: 0x0449548b -> 0x00000000   (A 71914635  B 0)
  +0x05d8: 0x0449461b -> 0x00000000   (A 71910939  B 0)
  +0x05dc: 0x0449482b -> 0x00000000   (A 71911467  B 0)
  +0x05e0: 0x04494a3b -> 0x00000000   (A 71911995  B 0)
  +0x05e4: 0x04494c4b -> 0x00000000   (A 71912523  B 0)
  +0x05e8: 0x04093edb -> 0x00000000   (A 67714779  B 0)
  +0x05ec: 0x040940eb -> 0x00000000   (A 67715307  B 0)
  +0x05f0: 0x040942fb -> 0x00000000   (A 67715835  B 0)
  +0x05f4: 0x0449440b -> 0x00000000   (A 71910411  B 0)
  +0x05f8: 0x0409369b -> 0x00000000   (A 67712667  B 0)
  +0x05fc: 0x040938ab -> 0x00000000   (A 67713195  B 0)
  +0x0600: 0x04093abb -> 0x00000000   (A 67713723  B 0)
  +0x0604: 0x04093ccb -> 0x00000000   (A 67714251  B 0)
  +0x0608: 0x04092e5b -> 0x00000000   (A 67710555  B 0)
  +0x060c: 0x0409306b -> 0x00000000   (A 67711083  B 0)
  +0x0610: 0x0409327b -> 0x00000000   (A 67711611  B 0)
  +0x0614: 0x0409348b -> 0x00000000   (A 67712139  B 0)
  +0x0618: 0x0000000e -> 0x00000000   (A 14  B 0)
  +0x0640: 0x432a0077 -> 0x00000000   (A 1126826103  B 0)
  +0x0644: 0x0000004b -> 0x00000000   (A 75  B 0)
  +0x0648: 0x07aa0177 -> 0x00000000   (A 128582007  B 0)
  +0x064c: 0x02000000 -> 0x00000000   (A 33554432  B 0)
  +0x0650: 0x00f70000 -> 0x00000000   (A 16187392  B 0)
  +0x0654: 0x0000002a -> 0x00000000   (A 42  B 0)
  +0x065c: 0x0002801c -> 0x00000000   (A 163868  B 0)
  +0x0664: 0x06118114 -> 0x00000000   (A 101810452  B 0)
  +0x066c: 0x0002800c -> 0x00000000   (A 163852  B 0)
  +0x0670: 0x00000004 -> 0x00000000   (A 4  B 0)
  +0x0674: 0x0054119f -> 0x00000000   (A 5509535  B 0)
  +0x0678: 0xa8080002 -> 0x00000000   (A 2819096578  B 0)
  +0x067c: 0x801c0510 -> 0x00000000   (A 2149319952  B 0)
  +0x0680: 0x00040002 -> 0x00000000   (A 262146  B 0)
  +0x0684: 0x120f0000 -> 0x00000000   (A 302972928  B 0)
  +0x0688: 0x004c0054 -> 0x00000000   (A 4980820  B 0)
  +0x068c: 0xf3540207 -> 0x00000000   (A 4082369031  B 0)
  +0x0690: 0x000e0002 -> 0x00000000   (A 917506  B 0)

[1731 differing words across 38 paired BO(s)]
